 $x$, $\psi(x; E_1 = -9.8                            )$, $\psi(x; E_2 = -5.9                            )$, $\psi(x; E_3 = -2.9                            )$, $\psi(x; E_4 = -1.0                            )$, $\psi(x; E_5 = -0.1                            )$
         -3.9843750000000000E+00,          2.0680073239232666E-07,         -3.5756188180224144E-05,         -1.3968005299954637E-03,          3.0760135470169533E-02,          2.9021214659983330E-01,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00
         -3.9687500000000000E+00,          2.6330007948230586E-07,         -3.7718793374040171E-05,         -1.4506170068655055E-03,          3.1449007773073218E-02,          2.9208895776141419E-01,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00
         -3.9531250000000000E+00,          3.2105608295957241E-07,         -3.9789096273738759E-05,         -1.5065032633892099E-03,          3.2153196226234623E-02,          2.9397617170014112E-01,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00
         -3.9375000000000000E+00,          3.8034431095686326E-07,         -4.1972997608714987E-05,         -1.5645386397244124E-03,          3.2873035247946859E-02,          2.9587377763082606E-01,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00
         -3.9218750000000000E+00,          4.4144760978801226E-07,         -4.4276720950738569E-05,         -1.6248054984806014E-03,          3.3608866220038627E-02,          2.9778176164325715E-01,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00
         -3.9062500000000000E+00,          5.0465745078760981E-07,         -4.6706830318595634E-05,         -1.6873893385055778E-03,          3.4361037613888312E-02,          2.9970010656605622E-01,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00
         -3.8906250000000000E+00,          5.7027531782778815E-07,         -4.9270248738467744E-05,         -1.7523789128584310E-03,          3.5129905117606969E-02,          3.0162879182535790E-01,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00
         -3.8750000000000000E+00,          6.3861414208636238E-07,         -5.1974277811508316E-05,         -1.8198663511157797E-03,          3.5915831764326604E-02,          3.0356779329812211E-01,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00
         -3.8593750000000000E+00,          7.0999979086021602E-07,         -5.4826618342812120E-05,         -1.8899472861628563E-03,          3.6719188061524029E-02,          3.0551708315988896E-01,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00
         -3.8437500000000000E+00,          7.8477261746930884E-07,         -5.7835392088851327E-05,         -1.9627209856257575E-03,          3.7540352121303994E-02,          3.0747662972677547E-01,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00
         -3.8281250000000000E+00,          8.6328907958112468E-07,         -6.1009164683478427E-05,         -2.0382904881060320E-03,          3.8379709791558261E-02,          3.0944639729150858E-01,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00
         -3.8125000000000000E+00,          9.4592343360406409E-07,         -6.4356969805780121E-05,         -2.1167627443837234E-03,          3.9237654787909838E-02,          3.1142634595328283E-01,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00
         -3.7968750000000000E+00,          1.0330695131526478E-06,         -6.7888334656414029E-05,         -2.1982487637600343E-03,          4.0114588826343750E-02,          3.1341643144122178E-01,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00,          0.0000000000000000E+00
